"char1","n","chapter","book","prob"
"u",245,41,13,0.0217294900221729
"v",81,41,13,0.0071840354767184
"w",232,41,13,0.0205764966740576
"x",16,41,13,0.00141906873614191
"y",162,41,13,0.0143680709534368
"z",13,41,13,0.0011529933481153
" ",3576,42,13,0.237371390640558
"a",999,42,13,0.0663126452041155
"b",182,42,13,0.0120809824095586
"c",291,42,13,0.0193162960504481
"d",571,42,13,0.0379024228343843
"e",1266,42,13,0.0840358446730833
"f",215,42,13,0.0142714902090939
"g",257,42,13,0.0170594092266844
"h",741,42,13,0.0491868569532028
"i",799,42,13,0.0530368403584467
"j",14,42,13,0.000929306339196814
"k",135,42,13,0.00896116827082642
"l",365,42,13,0.0242283438433455
"m",377,42,13,0.0250248921340856
"n",826,42,13,0.054829074012612
"o",1002,42,13,0.0665117822768005
"p",207,42,13,0.0137404580152672
"q",6,42,13,0.000398274145370063
"r",536,42,13,0.0355791569863923
"s",749,42,13,0.0497178891470295
"t",972,42,13,0.0645204115499502
"u",300,42,13,0.0199137072685032
"v",94,42,13,0.00623962827746432
"w",315,42,13,0.0209093926319283
"x",12,42,13,0.000796548290740126
"y",257,42,13,0.0170594092266844
"z",1,42,13,6.63790242283438e-05
" ",2262,43,13,0.220704458971607
"a",626,43,13,0.0610791296711874
"b",134,43,13,0.0130744462874427
"c",159,43,13,0.0155137086545029
"d",424,43,13,0.041369889745341
"e",992,43,13,0.0967899307249488
"f",164,43,13,0.0160015611279149
"g",155,43,13,0.0151234266757732
"h",510,43,13,0.0497609522880281
"i",566,43,13,0.055224899990243
"j",11,43,13,0.00107327544150649
"k",63,43,13,0.00614694116499171
"l",299,43,13,0.02917357791004
"m",273,43,13,0.0266367450482974
"n",505,43,13,0.0492730998146161
"o",653,43,13,0.0637135330276125
"p",95,43,13,0.00926919699482876
"q",10,43,13,0.00097570494682408
"r",477,43,13,0.0465411259635086
"s",441,43,13,0.0430285881549419
"t",729,43,13,0.0711288906234755
"u",247,43,13,0.0240999121865548
"v",68,43,13,0.00663479363840375
"w",209,43,13,0.0203922333886233
"x",12,43,13,0.0011708459361889
"y",159,43,13,0.0155137086545029
"z",6,43,13,0.000585422968094448
" ",3352,44,13,0.224875888903797
"a",929,44,13,0.06232389641755
"b",150,44,13,0.0100630618542869
"c",193,44,13,0.0129478062525158
"d",523,44,13,0.0350865423319469
"e",1398,44,13,0.0937877364819536
"f",220,44,13,0.0147591573862874
"g",208,44,13,0.0139541124379445
"h",746,44,13,0.05004696095532
"i",886,44,13,0.0594391520193211
"j",4,44,13,0.000268348316114316
"k",85,44,13,0.00570240171742922
"l",459,44,13,0.0307929692741178
"m",393,44,13,0.0263652220582316
"n",784,44,13,0.052596269958406
"o",919,44,13,0.0616530256272642
"p",168,44,13,0.0112706292768013
"q",9,44,13,0.000603783711257212
"r",604,44,13,0.0405205957332618
"s",755,44,13,0.0506507446665772
"t",1038,44,13,0.0696363880316651
"u",347,44,13,0.0232792164229169
"v",135,44,13,0.00905675566885818
"w",284,44,13,0.0190527304441165
"x",10,44,13,0.000670870790285791
"y",307,44,13,0.0205957332617738
" ",3384,45,13,0.21632679153615
"a",1015,45,13,0.0648852521894777
"b",203,45,13,0.0129770504378955
"c",314,45,13,0.0200728760467941
"d",605,45,13,0.0386754458863389
"e",1474,45,13,0.0942274499776258
"f",253,45,13,0.0161733682797417
"g",283,45,13,0.0180911589848495
"h",765,45,13,0.0489036629802468
"i",901,45,13,0.0575976475100684
"j",17,45,13,0.00108674806622771
"k",113,45,13,0.0072236783225724
"l",440,45,13,0.0281275970082465
"m",347,45,13,0.0221824458224126
"n",852,45,13,0.0544652560250591
"o",1017,45,13,0.0650131049031516
"p",212,45,13,0.0135523876494279
"q",19,45,13,0.00121460077990155
"r",661,45,13,0.0422553218692067
"s",647,45,13,0.0413603528734897
"t",1114,45,13,0.0712139615163332
"u",323,45,13,0.0206482132583264
"v",111,45,13,0.00709582560889855
"w",312,45,13,0.0199450233331202
"x",16,45,13,0.00102282170939078
"y",236,45,13,0.015086620213514
"z",9,45,13,0.000575337211532315
" ",3345,46,13,0.209612733425241
"a",1022,46,13,0.0640431131720767
"b",242,46,13,0.0151648076200025
"c",276,46,13,0.0172954004261186
"d",620,46,13,0.0388519864644692
"e",1517,46,13,0.0950620378493546
"f",246,46,13,0.0154154655971926
"g",299,46,13,0.0187366837949618
"h",798,46,13,0.0500062664494298
"i",888,46,13,0.0556460709362075
"j",6,46,13,0.000375986965785186
"k",131,46,13,0.00820904875297656
"l",522,46,13,0.0327108660233112
"m",330,46,13,0.0206792831181852
"n",898,46,13,0.0562727158791829
"o",975,46,13,0.0610978819400927
"p",214,46,13,0.0134102017796716
"q",13,46,13,0.000814638425867903
"r",789,46,13,0.049442286000752
"s",725,46,13,0.04543175836571
"t",1095,46,13,0.0686176212557965
"u",313,46,13,0.0196139867151272
"v",100,46,13,0.0062664494297531
"w",376,46,13,0.0235618498558717
"x",13,46,13,0.000814638425867903
"y",203,46,13,0.0127208923423988
"z",2,46,13,0.000125328988595062
" ",2848,47,13,0.211228954980346
"a",854,47,13,0.0633390195060446
"b",180,47,13,0.0133501446265668
"c",274,47,13,0.0203218868204406
"d",490,47,13,0.0363420603723207
"e",1278,47,13,0.0947860268486242
"f",227,47,13,0.0168360157235037
"g",231,47,13,0.017132685604094
"h",668,47,13,0.0495438700585923
"i",810,47,13,0.0600756508195505
"j",10,47,13,0.000741674701475933
"k",84,47,13,0.00623006749239783
"l",365,47,13,0.0270711266038715
"m",302,47,13,0.0223985759845732
"n",751,47,13,0.0556997700808425
"o",834,47,13,0.0618556701030928
"p",181,47,13,0.0134243120967144
"q",9,47,13,0.000667507231328339
"r",586,47,13,0.0434621375064897
"s",590,47,13,0.04375880738708
"t",1006,47,13,0.0746124749684788
"u",296,47,13,0.0219535711636876
"v",108,47,13,0.00801008677594007
"w",300,47,13,0.022250241044278
"x",12,47,13,0.000890009641771119
"y",187,47,13,0.0138693169175999
"z",2,47,13,0.000148334940295187
" ",3160,48,13,0.22087090235549
"a",948,48,13,0.0662612707066471
"b",150,48,13,0.0104843782763682
"c",241,48,13,0.0168449010973649
"d",514,48,13,0.0359264695603551
"e",1371,48,13,0.0958272174460054
"f",246,48,13,0.0171943803732439
"g",282,48,13,0.0197106311595722
"h",709,48,13,0.0495561613196337
"i",774,48,13,0.05409939190606
"j",34,48,13,0.00237645907597679
"k",113,48,13,0.00789823163486405
"l",385,48,13,0.0269099042426784
"m",340,48,13,0.0237645907597679
"n",782,48,13,0.0546585587474663
"o",789,48,13,0.0551478297336968
"p",156,48,13,0.0109037534074229
"q",16,48,13,0.00111833368281261
"r",639,48,13,0.0446634514573286
"s",718,48,13,0.0501852240162158
"t",996,48,13,0.0696162717550849
"u",284,48,13,0.0198504228699238
"v",79,48,13,0.00552177255888726
"w",338,48,13,0.0236247990494164
"x",14,48,13,0.000978541972461033
"y",228,48,13,0.0159362549800797
"z",1,48,13,6.98958551757881e-05
" ",3981,49,13,0.216182459951127
"a",1194,49,13,0.0648384469182731
"b",174,49,13,0.0094488188976378
"c",268,49,13,0.0145533532446375
"d",677,49,13,0.0367635080097746
"e",1837,49,13,0.0997556339940266
"f",302,49,13,0.0163996741786587
"g",304,49,13,0.0165082812924247
"h",1068,49,13,0.0579961987510182
"i",988,49,13,0.0536519142003801
"j",14,49,13,0.000760249796361662
"k",138,49,13,0.00749389084985067
"l",473,49,13,0.0256855824056476
"m",382,49,13,0.0207439587292968
"n",1019,49,13,0.0553353244637524
"o",1108,49,13,0.0601683410263372
"p",202,49,13,0.0109693184903611
"q",14,49,13,0.000760249796361662
"r",863,49,13,0.0468639695900081
"s",864,49,13,0.0469182731468911
"t",1322,49,13,0.0717893021992941
"u",390,49,13,0.0211783871843606
"v",148,49,13,0.00803692641868042
"w",401,49,13,0.0217757263100733
"x",14,49,13,0.000760249796361662
"y",268,49,13,0.0145533532446375
"z",2,49,13,0.000108607113765952
" ",1782,50,13,0.22665988298143
"a",502,50,13,0.0638514372933096
"b",123,50,13,0.0156448740778428
"c",116,50,13,0.0147545153904859
"d",308,50,13,0.0391757822437039
"e",752,50,13,0.0956499618417705
"f",154,50,13,0.0195878911218519
"g",117,50,13,0.0148817094886797
"h",423,50,13,0.0538031035359959
"i",398,50,13,0.0506232510811498
"j",9,50,13,0.00114474688374459
"k",48,50,13,0.0061053167133045
"l",217,50,13,0.0276011193080641
"m",173,50,13,0.022004578987535
"n",359,50,13,0.0456626812515899
"o",454,50,13,0.0577461205800051
"p",83,50,13,0.010557110150089
"q",13,50,13,0.00165352327651997
"r",385,50,13,0.0489697278046299
"s",349,50,13,0.0443907402696515
"t",549,50,13,0.0698295599084203
"u",187,50,13,0.0237852963622488
"v",53,50,13,0.00674128720427372
"w",151,50,13,0.0192063088272704
"x",4,50,13,0.000508776392775375
"y",152,50,13,0.0193335029254643
"z",1,50,13,0.000127194098193844
" ",3415,51,13,0.214510050251256
"a",997,51,13,0.0626256281407035
"b",157,51,13,0.00986180904522613
"c",312,51,13,0.0195979899497487
"d",591,51,13,0.0371231155778894
"e",1492,51,13,0.0937185929648241
"f",246,51,13,0.0154522613065327
"g",265,51,13,0.0166457286432161
"h",836,51,13,0.0525125628140704
"i",911,51,13,0.0572236180904523
"j",46,51,13,0.0028894472361809
"k",148,51,13,0.0092964824120603
"l",435,51,13,0.0273241206030151
"m",422,51,13,0.0265075376884422
"n",784,51,13,0.0492462311557789
"o",905,51,13,0.0568467336683417
"p",239,51,13,0.0150125628140704
"q",11,51,13,0.000690954773869347
"r",709,51,13,0.044535175879397
"s",785,51,13,0.0493090452261307
"t",1180,51,13,0.0741206030150754
"u",348,51,13,0.0218592964824121
"v",115,51,13,0.00722361809045226
"w",328,51,13,0.0206030150753769
"x",10,51,13,0.000628140703517588
"y",231,51,13,0.0145100502512563
"z",2,51,13,0.000125628140703518
" ",2260,52,13,0.210056696719026
"a",655,52,13,0.0608792638721071
"b",158,52,13,0.0146853796821266
"c",215,52,13,0.0199832698206153
"d",400,52,13,0.0371781764104471
"e",985,52,13,0.0915512594107259
"f",187,52,13,0.017380797471884
"g",189,52,13,0.0175666883539362
"h",504,52,13,0.0468445022771633
"i",586,52,13,0.054466028441305
"j",15,52,13,0.00139418161539177
"k",76,52,13,0.00706385351798494
"l",334,52,13,0.0310437773027233
"m",240,52,13,0.0223069058462682
"n",605,52,13,0.0562319918208012
"o",751,52,13,0.0698020262106144
"p",133,52,13,0.0123617436564736
"q",6,52,13,0.000557672646156706
"r",496,52,13,0.0461009387489544
"s",440,52,13,0.0408959940514918
"t",803,52,13,0.0746351891439725
"u",259,52,13,0.0240728692257645
"v",67,52,13,0.00622734454874988
"w",218,52,13,0.0202621061436937
"x",5,52,13,0.000464727205130588
"y",171,52,13,0.0158936704154661
"z",1,52,13,9.29454410261177e-05
" ",5880,53,13,0.219739153182107
"a",1741,53,13,0.0650622220561306
"b",356,53,13,0.013303935124631
"c",401,53,13,0.0149856123173512
"d",1050,53,13,0.0392391344968048
"e",2397,53,13,0.089577338465563
"f",423,53,13,0.0158077656115699
"g",450,53,13,0.0168167719272021
"h",1370,53,13,0.0511977278672596
"i",1456,53,13,0.0544115998355693
"j",11,53,13,0.000411076647109384
"k",213,53,13,0.00795993871220898
"l",871,53,13,0.0325497963302067
"m",558,53,13,0.0208527971897306
"n",1471,53,13,0.0549721588998094
"o",1630,53,13,0.0609140849807541
"p",288,53,13,0.0107627340334093
"q",15,53,13,0.000560559064240069
"r",1057,53,13,0.0395007287267835
"s",1218,53,13,0.0455173960162936
"t",1961,53,13,0.0732837549983183
"u",649,53,13,0.0242535221794536
"v",186,53,13,0.00695093239657685
"w",617,53,13,0.0230576628424082
"x",24,53,13,0.00089689450278411
"y",460,53,13,0.0171904779700288
"z",6,53,13,0.000224223625696027
" ",6332,54,13,0.21347178207808
"a",2002,54,13,0.0674937630638527
"b",402,54,13,0.0135526936821522
"c",463,54,13,0.0156091969523296
"d",1197,54,13,0.0403546625311847
"e",2926,54,13,0.0986447306317848
"f",470,54,13,0.0158451891308745
"g",508,54,13,0.0171262895286899
"h",1501,54,13,0.0506034657137078
"i",1452,54,13,0.0489515204638932
"j",31,54,13,0.00104510821927045
"k",248,54,13,0.00836086575416358
"l",849,54,13,0.0286224799406648
"m",527,54,13,0.0177668397275976
"n",1625,54,13,0.0547838985907896
"o",1821,54,13,0.0613916795900479
"p",346,54,13,0.0116647562537927
"q",17,54,13,0.000573123862180568
"r",1298,54,13,0.0437596925359045
"s",1385,54,13,0.0466927381835345
"t",2235,54,13,0.0753489312925629
"u",666,54,13,0.0224529701301328
"v",164,54,13,0.0055289596116243
"w",775,54,13,0.0261277054817612
"x",19,54,13,0.000640550198907693
"y",393,54,13,0.0132492751668802
"z",10,54,13,0.000337131683635628
" ",3260,55,13,0.215808288097445
"a",990,55,13,0.0655368727657884
"b",189,55,13,0.0125115848007414
"c",280,55,13,0.0185356811862836
"d",520,55,13,0.0344234079173838
"e",1404,55,13,0.0929432013769363
"f",253,55,13,0.0167483119290348
"g",286,55,13,0.0189328743545611
"h",718,55,13,0.0475307824705415
"i",890,55,13,0.05891698662783
"j",17,55,13,0.00112538064345293
"k",139,55,13,0.00920164173176221
"l",455,55,13,0.0301204819277108
"m",377,55,13,0.0249569707401033
"n",807,55,13,0.0534224811333245
"o",914,55,13,0.06050575930094
"p",209,55,13,0.0138355620283331
"q",9,55,13,0.000595789752416258
"r",605,55,13,0.0400503111346485
"s",675,55,13,0.0446842314312194
"t",1087,55,13,0.0719581623196081
"u",327,55,13,0.0216470276711241
"v",118,55,13,0.00781146564279094
"w",323,55,13,0.0213822322256057
"x",14,55,13,0.00092678405931418
"y",236,55,13,0.0156229312855819
"z",4,55,13,0.000264795445518337
" ",2377,56,13,0.208088943359888
"a",718,56,13,0.0628556421255362
"b",134,56,13,0.0117307187253786
"c",220,56,13,0.0192593889521142
"d",465,56,13,0.0407073448306049
"e",1176,56,13,0.102950188216756
"f",205,56,13,0.0179462487962882
"g",185,56,13,0.0161953952551869
"h",630,56,13,0.0551518865446905
"i",620,56,13,0.0542764597741399
"j",14,56,13,0.0012255974787709
"k",61,56,13,0.00534010330035892
"l",302,56,13,0.0264378884706294
"m",241,56,13,0.0210977851702705
"n",653,56,13,0.057165368116957
"o",673,56,13,0.0589162216580583
"p",140,56,13,0.012255974787709
"q",6,56,13,0.000525256062330386
"r",485,56,13,0.0424581983717062
"s",568,56,13,0.0497242405672765
"t",847,56,13,0.0741486474656395
"u",222,56,13,0.0194344743062243
"v",66,56,13,0.00577781668563425
"w",248,56,13,0.021710583909656
"x",5,56,13,0.000437713385275322
"y",161,56,13,0.0140943710058654
"z",1,56,13,8.75426770550643e-05
" ",5595,57,13,0.224743924482828
"a",1570,57,13,0.0630648724643503
"b",290,57,13,0.0116489254870456
"c",383,57,13,0.0153846153846154
"d",999,57,13,0.0401285398674433
"e",2336,57,13,0.093834103233581
"f",378,57,13,0.0151837718417353
"g",374,57,13,0.0150230970074312
"h",1227,57,13,0.0492870054227757
"i",1395,57,13,0.0560353484635469
"j",110,57,13,0.00441855794336212
"k",172,57,13,0.00690901787507532
"l",751,57,13,0.0301667001405905
"m",501,57,13,0.0201245229965857
"n",1278,57,13,0.0513356095601526
"o",1536,57,13,0.0616991363727656
"p",349,57,13,0.0140188792930307
"q",17,57,13,0.000682868045792328
"r",959,57,13,0.0385217915244025
"s",1062,57,13,0.0426591685077325
"t",1816,57,13,0.072946374774051
"u",555,57,13,0.0222936332596907
"v",160,57,13,0.00642699337216308
"w",586,57,13,0.0235388632255473
"x",29,57,13,0.00116489254870456
"y",465,57,13,0.018678449487849
"z",2,57,13,8.03374171520386e-05
" ",3501,58,13,0.220313384934869
"a",1029,58,13,0.0647536341325278
"b",249,58,13,0.0156692467434397
"c",245,58,13,0.0154175319363162
"d",644,58,13,0.0405260839468882
"e",1466,58,13,0.0922534768107734
"f",265,58,13,0.0166761059719338
"g",221,58,13,0.013907243093575
"h",767,58,13,0.0482663142659367
"i",884,58,13,0.0556289723742999
"j",47,58,13,0.00295764898370147
"k",115,58,13,0.00723680070480146
"l",459,58,13,0.028884274117425
"m",367,58,13,0.0230948335535838
"n",840,58,13,0.0528601094959411
"o",1018,58,13,0.0640614184129381
"p",213,58,13,0.0134038134793279
"q",10,58,13,0.000629287017808823
"r",637,58,13,0.040085583034422
"s",672,58,13,0.0422880875967529
"t",1089,58,13,0.0685293562393808
"u",374,58,13,0.02353533446605
"v",114,58,13,0.00717387200302058
"w",351,58,13,0.0220879743250897
"x",11,58,13,0.000692215719589705
"y",300,58,13,0.0188786105342647
"z",3,58,13,0.000188786105342647
" ",1693,59,13,0.226185704742819
"a",485,59,13,0.0647962591850367
"b",104,59,13,0.0138944555778223
"c",104,59,13,0.0138944555778223
"d",304,59,13,0.0406145624582498
"e",774,59,13,0.103406813627255
"f",125,59,13,0.0167000668002672
"g",118,59,13,0.0157648630594522
"h",365,59,13,0.0487641950567802
"i",405,59,13,0.0541082164328657
"j",9,59,13,0.00120240480961924
"k",51,59,13,0.00681362725450902
"l",234,59,13,0.0312625250501002
"m",126,59,13,0.0168336673346693
"n",421,59,13,0.0562458249832999
"o",439,59,13,0.0586506346025384
"p",77,59,13,0.0102872411489646
"q",11,59,13,0.00146960587842351
"r",313,59,13,0.0418169672678691
"s",309,59,13,0.0412825651302605
"t",543,59,13,0.0725450901803607
"u",140,59,13,0.0187040748162993
"v",60,59,13,0.00801603206412826
"w",143,59,13,0.0191048764195057
"x",3,59,13,0.000400801603206413
"y",129,59,13,0.0172344689378758
" ",812,0,14,0.329545454545455
"a",133,0,14,0.0539772727272727
"b",27,0,14,0.0109577922077922
"c",63,0,14,0.0255681818181818
"d",71,0,14,0.0288149350649351
"e",187,0,14,0.0758928571428571
"f",53,0,14,0.0215097402597403
"g",37,0,14,0.0150162337662338
"h",82,0,14,0.0332792207792208
"i",100,0,14,0.0405844155844156
"j",2,0,14,0.000811688311688312
"k",17,0,14,0.00689935064935065
"l",53,0,14,0.0215097402597403
"m",50,0,14,0.0202922077922078
"n",126,0,14,0.0511363636363636
"o",134,0,14,0.0543831168831169
"p",48,0,14,0.0194805194805195
"q",1,0,14,0.000405844155844156
"r",112,0,14,0.0454545454545455
"s",114,0,14,0.0462662337662338
"t",140,0,14,0.0568181818181818
"u",39,0,14,0.0158279220779221
"v",11,0,14,0.00446428571428571
"w",32,0,14,0.012987012987013
"y",20,0,14,0.00811688311688312
" ",2156,1,14,0.218816604079976
"a",648,1,14,0.0657667715416624
"b",126,1,14,0.0127879833553233
"c",156,1,14,0.0158327412970669
"d",353,1,14,0.0358266517811834
"e",914,1,14,0.0927636252917893
"f",203,1,14,0.0206028620724652
"g",182,1,14,0.0184715315132447
"h",522,1,14,0.0529787881863392
"i",538,1,14,0.0546026590886025
"j",1,1,14,0.000101491931391454
"k",93,1,14,0.00943874961940526
"l",264,1,14,0.026793869887344
"m",149,1,14,0.0151222977773267
"n",524,1,14,0.0531817720491221
"o",631,1,14,0.0640414087080077
"p",116,1,14,0.0117730640414087
"q",4,1,14,0.000405967725565818
"r",463,1,14,0.0469907642342434
"s",430,1,14,0.0436415304983254
"t",730,1,14,0.0740891099157617
"u",206,1,14,0.0209073378666396
"v",64,1,14,0.00649548360905308
"w",206,1,14,0.0209073378666396
"x",5,1,14,0.000507459656957272
"y",144,1,14,0.0146148381203694
"z",25,1,14,0.00253729828478636
" ",5119,2,14,0.197203174358579
"a",1577,2,14,0.060751983974112
"b",315,2,14,0.0121349872871562
"c",483,2,14,0.0186069805069728
"d",789,2,14,0.0303952538716388
"e",2670,2,14,0.102858463672086
"f",496,2,14,0.0191077895061253
"g",448,2,14,0.0172586485861777
"h",1193,2,14,0.0459588566145312
