"char1","n","chapter","book","prob"
"e",1455,13,13,0.0955414012738854
"f",225,13,13,0.0147744434959617
"g",235,13,13,0.0154310854291155
"h",740,13,13,0.048591503053385
"i",826,13,13,0.0542386236785081
"j",60,13,13,0.00393985159892311
"k",121,13,13,0.0079453673911616
"l",414,13,13,0.0271849760325694
"m",371,13,13,0.0243614157200079
"n",784,13,13,0.0514807275592619
"o",939,13,13,0.0616586775231466
"p",239,13,13,0.015693742202377
"q",8,13,13,0.000525313546523081
"r",622,13,13,0.0408431282421695
"s",740,13,13,0.048591503053385
"t",1049,13,13,0.068881738787839
"u",332,13,13,0.0218005121807079
"v",115,13,13,0.00755138223126929
"w",325,13,13,0.0213408628275002
"x",22,13,13,0.00144461225293847
"y",251,13,13,0.0164817125221617
"z",2,13,13,0.00013132838663077
" ",872,14,13,0.20619531804209
"a",304,14,13,0.071884606289903
"b",52,14,13,0.0122960510759045
"c",79,14,13,0.0186805391345472
"d",152,14,13,0.0359423031449515
"e",403,14,13,0.0952943958382596
"f",78,14,13,0.0184440766138567
"g",59,14,13,0.0139512887207378
"h",203,14,13,0.0480018917001655
"i",238,14,13,0.056278079924332
"j",11,14,13,0.00260108772759518
"k",25,14,13,0.00591156301726176
"l",138,14,13,0.0326318278552849
"m",107,14,13,0.0253014897138804
"n",252,14,13,0.0595885552139986
"o",244,14,13,0.0576968550484748
"p",48,14,13,0.0113502009931426
"q",1,14,13,0.000236462520690471
"r",143,14,13,0.0338141404587373
"s",198,14,13,0.0468195790967132
"t",306,14,13,0.072357531331284
"u",90,14,13,0.0212816268621424
"v",37,14,13,0.00874911326554741
"w",116,14,13,0.0274296524000946
"x",5,14,13,0.00118231260345235
"y",67,14,13,0.0158429888862615
"z",1,14,13,0.000236462520690471
" ",4994,15,13,0.221169176262179
"a",1488,15,13,0.0658990256864482
"b",246,15,13,0.0108945969884854
"c",398,15,13,0.0176262178919398
"d",776,15,13,0.0343666961913198
"e",2030,15,13,0.0899025686448184
"f",335,15,13,0.0148361381753764
"g",402,15,13,0.0178033658104517
"h",1096,15,13,0.0485385296722763
"i",1245,15,13,0.0551372896368468
"j",74,15,13,0.00327723649247121
"k",180,15,13,0.00797165633303809
"l",722,15,13,0.0319751992914083
"m",506,15,13,0.0224092116917626
"n",1254,15,13,0.0555358724534987
"o",1429,15,13,0.0632860938883968
"p",323,15,13,0.0143046944198406
"q",15,15,13,0.000664304694419841
"r",910,15,13,0.0403011514614703
"s",1044,15,13,0.0462356067316209
"t",1496,15,13,0.0662533215234721
"u",539,15,13,0.0238706820194863
"v",153,15,13,0.00677590788308237
"w",514,15,13,0.0227635075287865
"x",20,15,13,0.000885739592559787
"y",385,15,13,0.0170504871567759
"z",6,15,13,0.000265721877767936
" ",2048,16,13,0.197568975496817
"a",701,16,13,0.0676249276480803
"b",152,16,13,0.0146633224001544
"c",216,16,13,0.0208373528844299
"d",420,16,13,0.0405170750530581
"e",1072,16,13,0.103415010611615
"f",171,16,13,0.0164962377001736
"g",141,16,13,0.0136021609106695
"h",562,16,13,0.0542157051900444
"i",564,16,13,0.054408643642678
"j",19,16,13,0.00183291530001929
"k",70,16,13,0.00675284584217635
"l",317,16,13,0.0305807447424272
"m",201,16,13,0.0193903144896778
"n",589,16,13,0.0568203743005981
"o",613,16,13,0.0591356357322014
"p",122,16,13,0.0117692456106502
"q",11,16,13,0.00106116148948485
"r",446,16,13,0.043025274937295
"s",486,16,13,0.0468840439899672
"t",776,16,13,0.0748601196218406
"u",213,16,13,0.0205479452054795
"v",80,16,13,0.0077175381053444
"w",212,16,13,0.0204514759791626
"x",18,16,13,0.00173644607370249
"y",145,16,13,0.0139880378159367
"z",1,16,13,9.64692263168049e-05
" ",3826,17,13,0.220290188853063
"a",1136,17,13,0.0654076462459696
"b",266,17,13,0.0153155228005527
"c",293,17,13,0.0168701059419622
"d",776,17,13,0.0446798710271764
"e",1583,17,13,0.0911446338093045
"f",285,17,13,0.0164094887148779
"g",295,17,13,0.0169852602487333
"h",763,17,13,0.0439313680331644
"i",1065,17,13,0.0613196683555965
"j",10,17,13,0.000575771533855366
"k",135,17,13,0.00777291570704744
"l",507,17,13,0.0291916167664671
"m",383,17,13,0.0220520497466605
"n",909,17,13,0.0523376324274528
"o",993,17,13,0.0571741133118379
"p",185,17,13,0.0106517733763243
"q",20,17,13,0.00115154306771073
"r",671,17,13,0.0386342699216951
"s",739,17,13,0.0425495163519116
"t",1190,17,13,0.0685168125287886
"u",420,17,13,0.0241824044219254
"v",154,17,13,0.00886688162137264
"w",366,17,13,0.0210732381391064
"x",14,17,13,0.000806080147397513
"y",380,17,13,0.0218793182865039
"z",4,17,13,0.000230308613542146
" ",5872,18,13,0.220354247973581
"a",1635,18,13,0.0613554488141699
"b",323,18,13,0.0121209846892825
"c",439,18,13,0.0164740318222756
"d",977,18,13,0.0366631642149505
"e",2518,18,13,0.0944911438006605
"f",398,18,13,0.0149354548183729
"g",473,18,13,0.0177499249474632
"h",1183,18,13,0.044393575502852
"i",1502,18,13,0.056364455118583
"j",94,18,13,0.00352746922845992
"k",186,18,13,0.0069798859201441
"l",700,18,13,0.0262683878715101
"m",621,18,13,0.0233038126688682
"n",1493,18,13,0.0560267187030922
"o",1808,18,13,0.0678474932452717
"p",364,18,13,0.0136595616931852
"q",19,18,13,0.000712999099369559
"r",1128,18,13,0.0423296307415191
"s",1178,18,13,0.0442059441609126
"t",1877,18,13,0.0704368057640348
"u",601,18,13,0.0225532873011108
"v",185,18,13,0.00694235965175623
"w",495,18,13,0.0185755028519964
"x",34,18,13,0.00127589312518763
"y",538,18,13,0.0201891323926749
"z",7,18,13,0.000262683878715101
" ",6594,19,13,0.219770697240368
"a",1980,19,13,0.0659912011731769
"b",410,19,13,0.013664844687375
"c",478,19,13,0.0159312091721104
"d",1219,19,13,0.0406279162778296
"e",2710,19,13,0.0903212904946007
"f",500,19,13,0.0166644447407012
"g",514,19,13,0.0171310491934409
"h",1374,19,13,0.045793894147447
"i",1691,19,13,0.0563591521130516
"j",49,19,13,0.00163311558458872
"k",244,19,13,0.0081322490334622
"l",839,19,13,0.0279629382748967
"m",735,19,13,0.0244967337688308
"n",1681,19,13,0.0560258632182376
"o",1878,19,13,0.0625916544460739
"p",459,19,13,0.0152979602719637
"q",18,19,13,0.000599920010665245
"r",1215,19,13,0.040494600719904
"s",1324,19,13,0.0441274496733769
"t",2087,19,13,0.069557392347687
"u",654,19,13,0.0217970937208372
"v",211,19,13,0.00703239568057592
"w",573,19,13,0.0190974536728436
"x",33,19,13,0.00109985335288628
"y",530,19,13,0.0176643114251433
"z",4,19,13,0.00013331555792561
" ",3656,20,13,0.219487302635529
"a",1105,20,13,0.0663384763162634
"b",180,20,13,0.0108062676352284
"c",302,20,13,0.0181305156991055
"d",585,20,13,0.0351203698144924
"e",1536,20,13,0.092213483820616
"f",283,20,13,0.0169898541153869
"g",355,20,13,0.0213123611694783
"h",813,20,13,0.0488083088191151
"i",927,20,13,0.0556522783214264
"j",66,20,13,0.00396229813291709
"k",148,20,13,0.0088851533889656
"l",517,20,13,0.0310380020411839
"m",428,20,13,0.0256949030437654
"n",847,20,13,0.0508494927057693
"o",1019,20,13,0.0611754817794321
"p",198,20,13,0.0118868943987513
"q",8,20,13,0.000480278561565708
"r",745,20,13,0.0447259410458066
"s",719,20,13,0.043165035720718
"t",1127,20,13,0.0676592423605691
"u",321,20,13,0.019271177282824
"v",89,20,13,0.0053430989974185
"w",401,20,13,0.0240739628984811
"x",23,20,13,0.00138080086450141
"y",258,20,13,0.0154889836104941
"z",1,20,13,6.00348201957135e-05
" ",2073,21,13,0.223191214470284
"a",612,21,13,0.0658914728682171
"b",137,21,13,0.0147502153316107
"c",164,21,13,0.0176571920757967
"d",354,21,13,0.0381136950904393
"e",843,21,13,0.0907622739018088
"f",171,21,13,0.0184108527131783
"g",140,21,13,0.0150732127476314
"h",409,21,13,0.0440353143841516
"i",494,21,13,0.0531869078380706
"j",9,21,13,0.000968992248062015
"k",87,21,13,0.00936692506459948
"l",262,21,13,0.0282084409991387
"m",264,21,13,0.0284237726098191
"n",448,21,13,0.0482342807924203
"o",595,21,13,0.0640611541774332
"p",109,21,13,0.0117355727820844
"q",9,21,13,0.000968992248062015
"r",411,21,13,0.044250645994832
"s",421,21,13,0.0453273040482343
"t",667,21,13,0.0718130921619294
"u",208,21,13,0.0223944875107666
"v",38,21,13,0.00409130060292851
"w",179,21,13,0.0192721791559001
"x",14,21,13,0.00150732127476314
"y",166,21,13,0.0178725236864772
"z",4,21,13,0.000430663221360896
" ",5659,22,13,0.214193792581378
"a",1751,22,13,0.0662755488266465
"b",348,22,13,0.0131718395155185
"c",514,22,13,0.0194549583648751
"d",919,22,13,0.0347842543527631
"e",2494,22,13,0.0943981831945496
"f",417,22,13,0.0157834973504921
"g",388,22,13,0.0146858440575322
"h",1348,22,13,0.0510219530658592
"i",1488,22,13,0.0563209689629069
"j",15,22,13,0.00056775170325511
"k",204,22,13,0.00772142316426949
"l",726,22,13,0.0274791824375473
"m",589,22,13,0.0222937168811506
"n",1496,22,13,0.0566237698713096
"o",1537,22,13,0.0581756245268736
"p",399,22,13,0.0151021953065859
"q",21,22,13,0.000794852384557154
"r",1141,22,13,0.0431869795609387
"s",1252,22,13,0.0473883421650265
"t",1870,22,13,0.070779712339137
"u",672,22,13,0.0254352763058289
"v",200,22,13,0.00757002271006813
"w",482,22,13,0.0182437547312642
"x",33,22,13,0.00124905374716124
"y",451,22,13,0.0170704012112036
"z",6,22,13,0.000227100681302044
" ",3597,23,13,0.20722433460076
"a",1138,23,13,0.0655605484502823
"b",247,23,13,0.0142297499711948
"c",350,23,13,0.0201636133195069
"d",678,23,13,0.0390597995160733
"e",1684,23,13,0.097015785228713
"f",300,23,13,0.0172830971310059
"g",276,23,13,0.0159004493605254
"h",838,23,13,0.0482774513192764
"i",943,23,13,0.0543265353151285
"j",24,23,13,0.00138264777048047
"k",158,23,13,0.00910243115566309
"l",491,23,13,0.0282866689710796
"m",432,23,13,0.0248876598686485
"n",923,23,13,0.0531743288397281
"o",1056,23,13,0.0608365019011407
"p",303,23,13,0.0174559281023159
"q",19,23,13,0.00109459615163037
"r",767,23,13,0.044187118331605
"s",821,23,13,0.0472980758151861
"t",1281,23,13,0.0737988247493951
"u",348,23,13,0.0200483926719668
"v",102,23,13,0.005876253024542
"w",314,23,13,0.0180896416637862
"x",22,23,13,0.00126742712294043
"y",243,23,13,0.0139993086761148
"z",3,23,13,0.000172830971310059
" ",2735,24,13,0.221601037109059
"a",759,24,13,0.0614973262032086
"b",141,24,13,0.0114244044725328
"c",233,24,13,0.0188786258304975
"d",469,24,13,0.0380003240965808
"e",1108,24,13,0.0897747528763572
"f",211,24,13,0.0170960946362016
"g",225,24,13,0.0182304326689353
"h",570,24,13,0.0461837627613029
"i",753,24,13,0.0610111813320369
"j",28,24,13,0.00226867606546751
"k",122,24,13,0.00988494571382272
"l",334,24,13,0.0270620644952196
"m",320,24,13,0.0259277264624858
"n",631,24,13,0.0511262356182142
"o",743,24,13,0.0602009398800843
"p",170,24,13,0.0137741046831956
"q",7,24,13,0.000567169016366877
"r",506,24,13,0.0409982174688057
"s",594,24,13,0.0481283422459893
"t",808,24,13,0.0654675093177767
"u",296,24,13,0.0239831469777994
"v",71,24,13,0.00575271430886404
"w",282,24,13,0.0228488089450656
"x",15,24,13,0.00121536217792902
"y",208,24,13,0.0168530222006158
"z",3,24,13,0.000243072435585805
" ",3441,25,13,0.22097354225533
"a",1005,25,13,0.0645389160030825
"b",178,25,13,0.0114307731826355
"c",319,25,13,0.0204854867711277
"d",556,25,13,0.0357051117390188
"e",1472,25,13,0.0945286411507835
"f",259,25,13,0.0166324171590033
"g",253,25,13,0.0162471101977909
"h",744,25,13,0.0477780631903416
"i",898,25,13,0.0576676085281274
"j",15,25,13,0.000963267403031081
"k",145,25,13,0.00931158489596712
"l",455,25,13,0.0292191112252761
"m",401,25,13,0.0257513485743642
"n",797,25,13,0.0511816080143848
"o",935,25,13,0.0600436681222707
"p",249,25,13,0.015990238890316
"q",7,25,13,0.000449524788081171
"r",616,25,13,0.0395581813511431
"s",684,25,13,0.0439249935782173
"t",1094,25,13,0.0702543025944002
"u",347,25,13,0.0222835859234524
"v",118,25,13,0.00757770357051117
"w",334,25,13,0.0214487541741587
"x",17,25,13,0.00109170305676856
"y",228,25,13,0.0146416645260724
"z",5,25,13,0.000321089134343694
" ",3213,26,13,0.213715578023148
"a",969,26,13,0.0644539044831715
"b",168,26,13,0.0111746707463084
"c",248,26,13,0.0164959425302647
"d",572,26,13,0.038047093255288
"e",1411,26,13,0.0938539310895304
"f",244,26,13,0.0162298789410669
"g",243,26,13,0.0161633630437675
"h",780,26,13,0.0518823998935746
"i",806,26,13,0.0536118132233604
"j",18,26,13,0.00119728615139018
"k",123,26,13,0.00818145536783291
"l",472,26,13,0.0313955035253426
"m",344,26,13,0.0228814686710124
"n",753,26,13,0.0500864706664893
"o",922,26,13,0.0613276573100971
"p",209,26,13,0.013901822535586
"q",7,26,13,0.000465611281096182
"r",692,26,13,0.0460290009312226
"s",761,26,13,0.0506185978448849
"t",1062,26,13,0.0706398829320208
"u",373,26,13,0.0248104296926966
"v",73,26,13,0.00485566050286018
"w",324,26,13,0.0215511507250233
"x",18,26,13,0.00119728615139018
"y",222,26,13,0.0147665292004789
"z",7,26,13,0.000465611281096182
" ",3505,27,13,0.220232485076971
"a",996,27,13,0.0625824693685203
"b",190,27,13,0.0119384228715049
"c",280,27,13,0.017593465284323
"d",540,27,13,0.0339302544769086
"e",1464,27,13,0.0919886899151744
"f",287,27,13,0.018033301916431
"g",275,27,13,0.0172792962613886
"h",728,27,13,0.0457430097392397
"i",962,27,13,0.0604461200125668
"j",64,27,13,0.00402136349355954
"k",99,27,13,0.00622054665409991
"l",470,27,13,0.0295318881558278
"m",353,27,13,0.0221803330191643
"n",866,27,13,0.0544140747722275
"o",1049,27,13,0.0659126610116243
"p",241,27,13,0.0151429469054351
"q",9,27,13,0.00056550424128181
"r",652,27,13,0.0409676405906378
"s",729,27,13,0.0458058435438266
"t",1087,27,13,0.0683003455859252
"u",321,27,13,0.0201696512723845
"v",106,27,13,0.00666038328620798
"w",326,27,13,0.0204838202953189
"x",20,27,13,0.00125667609173735
"y",294,27,13,0.0184731385485391
"z",2,27,13,0.000125667609173735
" ",2701,28,13,0.208910201871761
"a",823,28,13,0.0636553484414881
"b",154,28,13,0.0119112073632918
"c",294,28,13,0.0227395776935571
"d",494,28,13,0.0382086781653647
"e",1223,28,13,0.0945935493851033
"f",222,28,13,0.0171707015237064
"g",213,28,13,0.0164745920024751
"h",667,28,13,0.0515894500734782
"i",693,28,13,0.0536004331348132
"j",3,28,13,0.000232036507077113
"k",92,28,13,0.00711578621703148
"l",343,28,13,0.02652950730915
"m",284,28,13,0.0219661226699667
"n",753,28,13,0.0582411632763555
"o",826,28,13,0.0638873849485652
"p",175,28,13,0.0135354629128316
"q",8,28,13,0.000618764018872303
"r",547,28,13,0.0423079897903937
"s",579,28,13,0.0447830458658829
"t",988,28,13,0.0764173563307294
"u",281,28,13,0.0217340861628896
"v",86,28,13,0.00665171320287725
"w",255,28,13,0.0197231031015546
"x",21,28,13,0.00162425554953979
"y",195,28,13,0.0150823729600124
"z",9,28,13,0.00069610952123134
" ",5571,29,13,0.217668203485192
"a",1635,29,13,0.0638821598812222
"b",275,29,13,0.0107447057904196
"c",441,29,13,0.0172306009220911
"d",996,29,13,0.0389153707900289
"e",2549,29,13,0.099593654762835
"f",380,29,13,0.0148472298194889
"g",403,29,13,0.0157458779401422
"h",1392,29,13,0.0543877471282332
"i",1447,29,13,0.0565366882863171
"j",18,29,13,0.000703289833554739
"k",178,29,13,0.00695475502070798
"l",748,29,13,0.0292255997499414
"m",586,29,13,0.0228959912479487
"n",1361,29,13,0.0531765257482222
"o",1548,29,13,0.0604829256857076
"p",289,29,13,0.0112917089942955
"q",20,29,13,0.000781433148394155
"r",1088,29,13,0.042509963272642
"s",1292,29,13,0.0504805813862624
"t",1705,29,13,0.0666171759006017
"u",548,29,13,0.0214112682659998
"v",213,29,13,0.00832226303039775
"w",498,29,13,0.0194576853950145
"x",20,29,13,0.000781433148394155
"y",391,29,13,0.0152770180511057
"z",2,29,13,7.81433148394155e-05
" ",3840,30,13,0.214621059691482
"a",1134,30,13,0.0633802816901408
"b",258,30,13,0.0144198524480215
"c",317,30,13,0.0177174156047395
"d",637,30,13,0.0356025039123631
"e",1690,30,13,0.0944556226246367
"f",302,30,13,0.0168790520903197
"g",295,30,13,0.0164878157835904
"h",821,30,13,0.0458864296892466
"i",1029,30,13,0.0575117370892019
"j",17,30,13,0.000950145316342499
"k",130,30,13,0.00726581712497205
"l",526,30,13,0.0293986139056562
"m",401,30,13,0.0224122512854907
"n",1017,30,13,0.056841046277666
"o",1092,30,13,0.0610328638497653
"p",216,30,13,0.0120724346076459
"q",10,30,13,0.000558909009613235
"r",789,30,13,0.0440979208584842
"s",810,30,13,0.045271629778672
"t",1272,30,13,0.0710932260228035
"u",401,30,13,0.0224122512854907
"v",133,30,13,0.00743348982785602
"w",329,30,13,0.0183881064162754
"x",35,30,13,0.00195618153364632
"y",384,30,13,0.0214621059691482
"z",7,30,13,0.000391236306729264
" ",2456,31,13,0.209860719473639
"a",785,31,13,0.0670768179099376
"b",156,31,13,0.0133299154063061
"c",230,31,13,0.0196530804067333
"d",425,31,13,0.0363154746646159
"e",1120,31,13,0.0957019567632231
"f",180,31,13,0.0153806716226609
"g",202,31,13,0.0172605314876527
"h",569,31,13,0.0486200119627446
"i",683,31,13,0.0583611039904298
"j",9,31,13,0.000769033581133043
"k",91,31,13,0.00777578398701188
"l",390,31,13,0.0333247885157652
"m",237,31,13,0.0202512176365035
"n",649,31,13,0.0554558660172605
"o",687,31,13,0.0587028966931556
"p",178,31,13,0.015209775271298
"q",9,31,13,0.000769033581133043
"r",539,31,13,0.0460565666923011
"s",516,31,13,0.0440912586516278
"t",784,31,13,0.0669913697342562
"u",255,31,13,0.0217892847987695
"v",105,31,13,0.00897205844655217
"w",248,31,13,0.0211911475689994
"x",17,31,13,0.00145261898658464
"y",181,31,13,0.0154661197983423
"z",2,31,13,0.000170896351362898
" ",2606,32,13,0.219767245741272
"a",740,32,13,0.0624051273401923
"b",133,32,13,0.0112160566706021
"c",249,32,13,0.0209984820374431
"d",415,32,13,0.0349974700624051
"e",1050,32,13,0.0885478158205431
"f",200,32,13,0.0168662506324844
"g",204,32,13,0.0172035756451341
"h",595,32,13,0.0501770956316411
"i",726,32,13,0.0612244897959184
"j",14,32,13,0.00118063754427391
"k",126,32,13,0.0106257378984652
"l",292,32,13,0.0246247259234272
"m",295,32,13,0.0248777196829145
"n",643,32,13,0.0542249957834373
"o",727,32,13,0.0613088210490808
"p",151,32,13,0.0127340192275257
"q",12,32,13,0.00101197503794906
"r",483,32,13,0.0407319952774498
"s",554,32,13,0.0467195142519818
"t",829,32,13,0.0699106088716478
"u",270,32,13,0.0227694383538539
"v",60,32,13,0.00505987518974532
"w",258,32,13,0.0217574633159049
"x",16,32,13,0.00134930005059875
"y",209,32,13,0.0176252319109462
"z",1,32,13,8.4331253162422e-05
" ",3039,33,13,0.213713080168776
"a",957,33,13,0.0672995780590717
"b",156,33,13,0.0109704641350211
"c",260,33,13,0.0182841068917018
"d",486,33,13,0.0341772151898734
"e",1406,33,13,0.0988748241912799
"f",221,33,13,0.0155414908579466
"g",220,33,13,0.0154711673699015
"h",660,33,13,0.0464135021097046
"i",826,33,13,0.0580872011251758
"j",12,33,13,0.000843881856540084
"k",83,33,13,0.00583684950773558
"l",429,33,13,0.030168776371308
"m",311,33,13,0.0218706047819972
"n",749,33,13,0.0526722925457103
"o",873,33,13,0.0613924050632911
"p",212,33,13,0.0149085794655415
"q",8,33,13,0.000562587904360056
"r",617,33,13,0.0433895921237693
"s",709,33,13,0.04985935302391
"t",994,33,13,0.069901547116737
"u",340,33,13,0.0239099859353024
"v",113,33,13,0.00794655414908579
"w",265,33,13,0.0186357243319269
"x",17,33,13,0.00119549929676512
"y",254,33,13,0.0178621659634318
"z",3,33,13,0.000210970464135021
" ",2559,34,13,0.201766143656864
"a",810,34,13,0.0638650161633683
"b",199,34,13,0.0156902940944571
"c",270,34,13,0.0212883387211228
"d",414,34,13,0.0326421193723882
"e",1218,34,13,0.0960340613419538
"f",254,34,13,0.0200268075376488
"g",206,34,13,0.016242213987227
"h",554,34,13,0.0436805172277852
"i",744,34,13,0.0586612000315383
"j",9,34,13,0.000709611290704092
"k",85,34,13,0.00670188441220531
"l",392,34,13,0.0309075139951116
"m",296,34,13,0.0233383268942679
"n",758,34,13,0.059765039817078
"o",826,34,13,0.0651265473468422
"p",188,34,13,0.0148229914058188
"q",9,34,13,0.000709611290704092
"r",552,34,13,0.043522825829851
"s",563,34,13,0.0443901285184893
"t",942,34,13,0.0742726484270283
"u",289,34,13,0.0227864070014981
"v",90,34,13,0.00709611290704092
"w",226,34,13,0.0178191279665694
"x",27,34,13,0.00212883387211228
"y",200,34,13,0.0157691397934243
"z",3,34,13,0.000236537096901364
" ",3502,35,13,0.219052980546694
"a",991,35,13,0.0619878651404266
"b",237,35,13,0.014824544942766
"c",289,35,13,0.0180771877150185
"d",679,35,13,0.0424720085069119
"e",1530,35,13,0.0957027584912742
"f",267,35,13,0.0167010696190655
"g",257,35,13,0.0160755613936323
"h",769,35,13,0.0481015825358103
"i",885,35,13,0.0553574779508351
"j",25,35,13,0.00156377056358291
"k",136,35,13,0.00850691186589104
"l",438,35,13,0.0273972602739726
"m",339,35,13,0.0212047288421843
"n",898,35,13,0.0561706386438982
"o",964,35,13,0.060298992931757
"p",199,35,13,0.01244761368612
"q",19,35,13,0.00118846562832301
"r",697,35,13,0.0435979233126916
"s",680,35,13,0.0425345593294552
"t",1080,35,13,0.0675548883467818
"u",368,35,13,0.0230187026959405
"v",109,35,13,0.00681803965722149
"w",335,35,13,0.020954525552011
"x",18,35,13,0.0011259148057797
"y",273,35,13,0.0170763745543254
"z",3,35,13,0.000187652467629949
" ",3019,36,13,0.22404452690167
"a",871,36,13,0.0646382189239332
"b",138,36,13,0.0102411873840445
"c",219,36,13,0.016252319109462
"d",484,36,13,0.0359183673469388
"e",1179,36,13,0.0874953617810761
"f",242,36,13,0.0179591836734694
"g",238,36,13,0.0176623376623377
"h",599,36,13,0.0444526901669759
"i",831,36,13,0.061669758812616
"j",37,36,13,0.00274582560296846
"k",117,36,13,0.00868274582560297
"l",311,36,13,0.0230797773654917
"m",339,36,13,0.0251576994434137
"n",724,36,13,0.0537291280148423
"o",851,36,13,0.0631539888682746
"p",197,36,13,0.0146196660482375
"q",20,36,13,0.00148423005565863
"r",563,36,13,0.0417810760667904
"s",646,36,13,0.0479406307977737
"t",935,36,13,0.0693877551020408
"u",311,36,13,0.0230797773654917
"v",77,36,13,0.00571428571428571
"w",269,36,13,0.0199628942486085
"x",19,36,13,0.0014100185528757
"y",238,36,13,0.0176623376623377
"z",1,36,13,7.42115027829313e-05
" ",3111,37,13,0.204321555234467
"a",1014,37,13,0.0665966110600289
"b",161,37,13,0.0105740181268882
"c",273,37,13,0.0179298568238539
"d",569,37,13,0.0373702876658348
"e",1437,37,13,0.0943780375673191
"f",298,37,13,0.0195717851044266
"g",317,37,13,0.0208196505976619
"h",722,37,13,0.0474188887429397
"i",954,37,13,0.0626559831866544
"j",16,37,13,0.00105083409956653
"k",128,37,13,0.00840667279653225
"l",405,37,13,0.0265992381452778
"m",420,37,13,0.0275843951136214
"n",897,37,13,0.0589123867069486
"o",836,37,13,0.0549060817023512
"p",237,37,13,0.0155654800998292
"q",10,37,13,0.000656771312229082
"r",618,37,13,0.0405884670957573
"s",750,37,13,0.0492578484171811
"t",1110,37,13,0.0729016156574281
"u",307,37,13,0.0201628792854328
"v",103,37,13,0.00676474451595954
"w",289,37,13,0.0189806909234205
"x",19,37,13,0.00124786549323526
"y",222,37,13,0.0145803231314856
"z",3,37,13,0.000197031393668725
" ",5529,38,13,0.213441939468808
"a",1747,38,13,0.0674413218035825
"b",297,38,13,0.0114654107473749
"c",420,38,13,0.0162137121680049
"d",992,38,13,0.038295243977764
"e",2634,38,13,0.101683137739345
"f",392,38,13,0.0151327980234713
"g",394,38,13,0.0152100061766523
"h",1379,38,13,0.0532350216182829
"i",1311,38,13,0.0506099444101297
"j",11,38,13,0.000424644842495368
"k",143,38,13,0.00552038295243978
"l",839,38,13,0.0323888202594194
"m",581,38,13,0.0224289684990735
"n",1325,38,13,0.0511504014823965
"o",1521,38,13,0.0587168004941322
"p",286,38,13,0.0110407659048796
"q",11,38,13,0.000424644842495368
"r",1179,38,13,0.0455142063001853
"s",1285,38,13,0.049606238418777
"t",1837,38,13,0.0709156886967264
"u",570,38,13,0.0220043236565781
"v",224,38,13,0.0086473131562693
"w",535,38,13,0.0206531809759111
"x",29,38,13,0.00111951822112415
"y",431,38,13,0.0166383570105003
"z",2,38,13,7.72081531809759e-05
" ",5612,39,13,0.22732612306072
"a",1576,39,13,0.0638392676307368
"b",280,39,13,0.0113420018633289
"c",369,39,13,0.014947138169887
"d",961,39,13,0.0389273706809252
"e",2278,39,13,0.0922752865880828
"f",383,39,13,0.0155142382630534
"g",396,39,13,0.016040831206708
"h",1261,39,13,0.0510795155344918
"i",1392,39,13,0.0563859521205493
"j",17,39,13,0.00068862154170211
"k",197,39,13,0.0079799084538421
"l",658,39,13,0.0266537043788229
"m",608,39,13,0.0246283469032284
"n",1353,39,13,0.0548061732895856
"o",1566,39,13,0.0634341961356179
"p",269,39,13,0.0108964232186981
"q",9,39,13,0.000364564345607
"r",971,39,13,0.0393324421760441
"s",1131,39,13,0.0458135860979463
"t",1752,39,13,0.0709685259448293
"u",527,39,13,0.0213472677927654
"v",161,39,13,0.0065216510714141
"w",496,39,13,0.0200915461578969
"x",16,39,13,0.000648114392190222
"y",446,39,13,0.0180661886823024
"z",2,39,13,8.10142990237777e-05
" ",6022,40,13,0.221968300774051
"a",1766,40,13,0.0650939918908957
"b",329,40,13,0.0121267969037965
"c",437,40,13,0.0161076299299668
"d",1000,40,13,0.0368595650571323
"e",2482,40,13,0.0914854404718024
"f",425,40,13,0.0156653151492812
"g",503,40,13,0.0185403612237376
"h",1355,40,13,0.0499447106524143
"i",1603,40,13,0.0590858827865831
"j",31,40,13,0.0011426465167711
"k",217,40,13,0.00799852561739771
"l",750,40,13,0.0276446737928492
"m",631,40,13,0.0232583855510505
"n",1524,40,13,0.0561739771470697
"o",1703,40,13,0.0627718392922963
"p",364,40,13,0.0134168816807962
"q",14,40,13,0.000516033910799853
"r",1096,40,13,0.040398083302617
"s",1280,40,13,0.0471802432731294
"t",1858,40,13,0.0684850718761519
"u",566,40,13,0.0208625138223369
"v",180,40,13,0.00663472171028382
"w",541,40,13,0.0199410246959086
"x",26,40,13,0.00095834869148544
"y",416,40,13,0.015333579063767
"z",11,40,13,0.000405455215628456
" ",2489,41,13,0.220753880266075
"a",707,41,13,0.0627050997782705
"b",147,41,13,0.0130376940133038
"c",183,41,13,0.0162305986696231
"d",406,41,13,0.0360088691796009
"e",1060,41,13,0.0940133037694013
"f",223,41,13,0.0197782705099778
"g",181,41,13,0.0160532150776053
"h",570,41,13,0.0505543237250554
"i",667,41,13,0.0591574279379157
"j",5,41,13,0.000443458980044346
"k",101,41,13,0.00895787139689579
"l",258,41,13,0.0228824833702883
"m",246,41,13,0.0218181818181818
"n",654,41,13,0.0580044345898004
"o",728,41,13,0.0645676274944568
"p",144,41,13,0.0127716186252772
"q",8,41,13,0.000709534368070953
"r",476,41,13,0.0422172949002217
"s",494,41,13,0.0438137472283814
"t",779,41,13,0.0690909090909091
